username,date,text,length
Berlin Patch,2022-01-30T23:32:00.000Z,"U.S. bank retail branch closings increased 38 percent in 2021, including several in CT, as the pandemic drives digital banking.patch.compatch.comBank Branch Closures Hit Record: 59 In Connecticut ShutteredBank Branch Closures Hit Record: 59 In Connecticut ShutteredU.S. bank retail branch closings increased 38 percent in 2021, including several in CT, as the pandemic drives digital banking.U.S. bank retail branch closings increased 38 percent in 2021, including several in CT, as the pandemic drives digital banking.",519
Piggy McPigface,2022-01-30T23:31:45.000Z,"This is exactly what @billmaher said on Friday in @RealTimers. This wily RNA strand will keep mutating; new variants will keep on popping up. But this is nothing; with the great thaw of Siberian permafrost underway –world awaits the next potential pandemic anyway. Even multiple.Quote TweetThe AtlanticThe Atlantic@TheAtlantic · Jan 30The number of possible mutations in the coronavirus far exceeds the number of atoms in the known universe. We shouldn't underestimate how much it can still evolve, writes @sarahzhang@sarahzhang. http://on.theatln.tc/lDSvTQlhttp://",565
Madhavan Pallan @AAAI20 in NYC,2022-01-30T23:31:44.000Z,I am happy the few tier-1 financial advisor organizations are working with #UN community during the whole of #Pandemic. :)Quote TweetGita GopinathGita Gopinath@GitaGopinath · Jan 30We agreed that a strategy to reduce energy subsidies in a progressive manner will be important.,276
Welsh Witch,2022-01-30T23:31:43.000Z,"@rwmd6@christi99586406andand@swhitallThe difference is under capitalism anytime can work hard enough and make opportunities for themselves to be one if those in “control.” When I say “they” I don’t mean only Pfizer specifically, I mean the puppet masters behind this whole “pandemic.”",284
Wafflés aka Willy Eddy,2022-01-30T23:31:40.000Z,"""Where are the counter protesters?? They must agree!!""

Naww sorry. #1 were in the middle of a pandemic you morons. #2 we have lives.",133
Dilkie,2022-01-30T23:31:40.000Z,"Celebrate???? Pandemic has ruined the economy. Lost jobs, many many have lost lives. 
Does President understand gravity of the Pandemic.
Very sad for country and people.Quote TweetJoseph Tivanka Croos Moraes, PhDJoseph Tivanka Croos Moraes, PhD@JTCroosMoraes · Jan 30Is Sri Lanka the only country celebrating this . Spending state money for a vaccination anniversary is a pathetic",380
Billy Football,2022-01-30T23:31:40.000Z,"The Pandemic started with Joe Burrow and Jamar Chase winning a championship, it will end with them winning the Super Bowl.",122
alison in migraineland,2022-01-30T23:31:38.000Z,"Why would anyone agree to listen to their ""demands""?

(all the mask mandates are provincial and municipal, not federal)

No tantrum, no matter how large, will end the pandemic.",176
The BFD,2022-01-30T23:31:36.000Z,"Pandemic Through the Eyes of Children …thebfd.co.nzthebfd.co.nzPandemic Through the Eyes of Children …Pandemic Through the Eyes of Children …The default mode of children and young people is to look to the grownups in the room for inspiration, comfort and guidance.The default mode of children and young people is to look to the grownups in the room for inspiration, comfort and guidance.",387
L.,2022-01-30T23:31:36.000Z,But then again it’s the media lol ain’t no regards for being a bit more compassionate in a pandemic,99
Antonina,2022-01-30T23:31:30.000Z,"@DinuralMandand@expressceleb3)
How many ppl know that he flew with Covid symptoms from Abu Dhabi to Spain in the middle of pandemic (and tested positive on arrival)?
How many ppl know he didn’t complete 10 days isolation requirement for Spain upon testing positive?",265
Stage of Star and Screen,2022-01-30T23:31:24.000Z,"@jimmy_doreIf we truly are in a pandemic, then knowing how impactful ivermectin is against covid should have been of paramount concern and a top priority for ALL of our research institutions. 

The public is literally sick and tired of the anemic, one trick response to covid.",276
Ms Creant,2022-01-30T23:31:22.000Z,@JaneCaseyAuthorAnything counts as long as it makes you feel good be it buy something or not do something/say no to something. Grief +pandemic +deadlines to be creative+having personal life in a pandemic=no wonder your motivation level is low.,243
Duke of Earl,2022-01-30T23:31:20.000Z,@FactRedact@JoanSGarrisonand 2 othersBiden did what he had to in an effort to curb the pandemic.His poll numbers suffered because of it. At the end of the day trying to implement life saving policies is more important than approval ratings.,240
pandemic paulie,2022-01-30T23:31:20.000Z,Godsmack - I Stand Alone (Official Music Video),48
AllGasNoBrake83,2022-01-30T23:31:17.000Z,"@danny_dd69Exactly what they’re doing bro, that’s why I’m saying this pandemic is far from over",95
INQUIRER Sports,2022-01-30T23:31:15.000Z,Southeast Asian Games dancesports champions Wilbert Aunzo and Pearl Marie Cañeda hardly had any practice in a big sprawling space the past two years because of the pandemic. | @marcreyesINQsports.inquirer.netsports.inquirer.netPH dancesport pair shows SEA Games worth in Universal tilt | Inquirer SportsPH dancesport pair shows SEA Games worth in Universal tilt | Inquirer SportsSEA Games dancesports champions Wilbert Aunzo and Pearl Marie Cañeda hardly had any practice in a big sprawling space the past two years because of the pandemic.SEA Games dancesports champions Wilbert Aunzo and Pearl Marie Cañeda hardly had any practice in a big sprawling space the past two years because of the pandemic.,701
COVID Scale,2022-01-30T23:31:13.000Z,"Since the start of the pandemic, 907,080 Americans have died from #COVID19 (16.0% of all deaths worldwide). That is about the same as 3,216 Thumb Fires which killed 282 people in 1881:en.wikipedia.orgen.wikipedia.orgThumb Fire - WikipediaThumb Fire - Wikipedia",260
Xpressocrypto,2022-01-30T23:31:09.000Z,"Cyberattacks continue to increase globally amid the pandemic, especially those focused on sexual extortion and the software supply chain, says Ruby Aronashvili, founder and CEO of CYE, a global leader in providing security solutions to organizations.Quote TweetTrey RutledgeTrey Rutledge@treyrutledge3 · Jan 30In the coming year, cyberattacks will become personal

“Attackers are targeting the software supply chain. Effective attackers target a single organization to reach its subscribers and customers.#QuantumCyber#QuantumCyber #SupplyChain#SupplyChain @CloudFaceUSA@CloudFaceUSA",584
how does it FEEL,2022-01-30T23:30:59.000Z,"I was telling my coworker this is the worst my anxiety has been since the start of the pandemic and he was like ""Maybe 2 years doing this has hit you all at once"" and honestly makes sense lmaoooo I've been so strong and reassuring for everyone but now I'm like HELP",266
Please contact my office to license my commentary.,2022-01-30T23:30:58.000Z,@What46HasDoneThe pandemic is worse now in the US than it has ever been,71
Happy Brit,2022-01-30T23:30:54.000Z,Don’t be too complacent about the pandemic. People are still dying.,67
Richard Shearman,2022-01-30T23:30:54.000Z,Still interesting two years into a pandemic that the more alarmist the article the more likely it’s wide dissemination. Those more reassuring just don’t rate so highlyQuote Tweetwombotwombot@colourmeamused_ · Jan 30Despite the scary headline this is a great and reassuring story with quotes from one of our awesome paediatricians @DrSarahMcNab@DrSarahMcNab,356
Prime Research Center,2022-01-30T23:30:49.000Z,Measuring the Impact of Covid-19 Pandemic among Health Care Workers.assignmentwriters.orgassignmentwriters.orgMeasuring the Impact of Covid-19 Pandemic among Health Care Workers. |Measuring the Impact of Covid-19 Pandemic among Health Care Workers. |Topic-Measuring the Impact of Covid-19 Pandemic among Health Care Workers. Policy analysis is a key method for making recommendations and influencing policymakers. The analysis provides informed...Topic-Measuring the Impact of Covid-19 Pandemic among Health Care Workers. Policy analysis is a key method for making recommendations and influencing policymakers. The analysis provides informed...,644
Adalia Brand,2022-01-30T23:30:48.000Z,"If this was an actual pandemic, and a legit vaccination rollout, it would be halted and investigations underway, yet they're just printing the stories and not ignoring the link!",177
Muhammad Nazirul Mub,2022-01-30T23:30:47.000Z,"@KKMPutrajayaMengarut, semua org dah paham skrip kau KJ, nnti budak 5-11 pun kau bagi booster,alasan immune budak lemah setelah 6 bulan,padahal sblm ni kau cakap budak x perlu vaksin kerana mempunyai imun yg cukup, skrg kau ckp lain, eh pandemic ni x perlu control manusia, control wabak laa",291
"Dominic, RN",2022-01-30T23:30:44.000Z,Up until the pandemic every nurse I knew worked 2-3 jobs (including myself) and now that SOME can have one job y’all wanna cap our pay?,135
ライフデンタルクリニック,2022-01-30T23:30:42.000Z,#新型コロナウイルス の感染者数が減ってきてますね。あなたの体調はいかがでしょうか。厚労省が情報を発信してます。 http://#pandemic過去に #SARS が流行ったときの事も参考に行動して下さいね。 http://#COVID19 #SARS_CoV_2mhlw.go.jpmhlw.go.jp新型コロナウイルスに関するQ&A（一般の方向け）新型コロナウイルスに関するQ&A（一般の方向け）新型コロナウイルスに関するQ&A（一般の方向け）について紹介しています。新型コロナウイルスに関するQ&A（一般の方向け）について紹介しています。,273
LoveDuckie,2022-01-30T23:30:36.000Z,"@TheLoveDuckieandand@CoderCateBack before the pandemic, the only way I managed with open office plans was medication, and a decent pair of headphones. I'm so thankful that remote working and working from home are becoming normalised, because it means I can tailor my environment as necessary.",292
Nancy Yang,2022-01-30T23:30:35.000Z,"6  mos after Tokyo, it's time for another pandemic Olympics, this time in Beijing. The COVID protocols are even stricter. Many of the 30 U.S. athletes w/MN ties have taken whatever precautions they can to stay negative so they can compete. http:// #WinterOlympicsstartribune.comstartribune.comAt Beijing's COVID Games, Minnesota's Olympians try to stay negativeAt Beijing's COVID Games, Minnesota's Olympians try to stay negativeSix months after the pandemic-delayed Tokyo Summer Games, the Olympics are back and the COVID-19 protocols are even stricter in China.Six months after the pandemic-delayed Tokyo Summer Games, the Olympics are back and the COVID-19 protocols are even stricter in China.",697
sian matz,2022-01-30T23:30:35.000Z,"·@SAIKlSJELLYdates aside they still few to the US, literally across the world during a pandemic for one show on a whim",118
steel20,2022-01-30T23:30:30.000Z,@KimMangoneTop ten Wealthiest Americans doubled their wealth during the pandemic. Enough said,93
Biden was not Duly Elected,2022-01-30T23:30:28.000Z,"The Governments of most every country have POLITICIZED the Pandemic.

This was a planned attack on our Country by a foreign government and was used by a Political Party to shed cover on their voter fraud activities!",215
Chris Turnbull,2022-01-30T23:30:23.000Z,"Since Dec: 10,733 deaths have been reported in 28 days of +ve test: accounting for 6.9% of the pandemic deaths  over 8% of the pandemic time: which is not LOW.",159
WTWO News,2022-01-30T23:30:06.000Z,"The COVID-19 Pandemic has taken a toll on churches across the world and here in the Wabash Valley.mywabashvalley.commywabashvalley.comHow churches have managed the COVID-19 PandemicHow churches have managed the COVID-19 PandemicROCKVILLE, Ind. (WTWO/WAWV) – The COVID-19 Pandemic has taken a toll on churches across the world and here in the Wabash Valley. From mass gatherings being postponed to virtual services, it&#…ROCKVILLE, Ind. (WTWO/WAWV) – The COVID-19 Pandemic has taken a toll on churches across the world and here in the Wabash Valley. From mass gatherings being postponed to virtual services, it&#…",612
Homophones for Pete,2022-01-30T23:30:06.000Z,"@EvorgSamoht2020@cre8flowandand@Madisontx76You're still doing it. You're saying those who suffer from obesity, heart disease, diabetes, autoimmune, etc are mostly to blame for the pandemic",188
USAID Philippines,2022-01-30T23:30:02.000Z,"A strong health workforce is essential to continued progress against neglected tropical diseases (NTDs)! On #WorldNTDDay, learn how the Philippines  is preparing health workers to #BeatNTDs: http:// #EndtheNeglect (Photo taken before the COVID-19 pandemic.)",257
SimonSays,2022-01-30T23:30:01.000Z,@realKimWalker@elonmuskandand@WSJFor what? For a virus less deadly than the flu? In april there will be the next variant. even less lethal and even more contagious. The pandemic is over. Nobody gets vaccinated because of a cold.,228
Ahab,2022-01-30T23:30:01.000Z,"PLEASE GET VACCINATED if you can do so. Public health, and your health, are more important than your ego. The pandemic is not a joke!",133
San Diego & Imperial SBDC Network,2022-01-30T23:30:01.000Z,"Use this pandemic employer portal for industry guidance from the state, updated in real time. A one-stop hub for small business owners during COVID-19. Answer a few questions to generate a customized road map for your industry and area. Know what to do. http://",261
Manchester News MEN,2022-01-30T23:30:00.000Z,'Sleepwalking into addiction': The hidden opioid crisis of the pandemic as patients forced to wait years for surgerymanchestereveningnews.co.ukmanchestereveningnews.co.uk'Sleepwalking into addiction': The hidden opioid crisis of the pandemic'Sleepwalking into addiction': The hidden opioid crisis of the pandemic'People who are very much alien to that lifestyle of drugs are going to have an opiate addiction''People who are very much alien to that lifestyle of drugs are going to have an opiate addiction',506
The Well,2022-01-30T23:30:00.000Z,"“Early in the pandemic, the crisis was PPE and supplies. Now it is people,” writes Dr. Wesley Burks, CEO of @UNC_Health_Care and @UNC_SOM dean. Read more:",155
CNBC,2022-01-30T23:30:00.000Z,"""You need to create a vision and you need to stick to it."" As many in the restaurant industry are reeling from the pandemic, chef and restaurateur @conantnyc spoke with @thisfahiemah about his tips for success.",211
Truetelehealth,2022-01-30T23:30:00.000Z,How Will Telemedicine Fare After the Pandemic?,46
UCA News,2022-01-30T23:30:00.000Z,Archbishop of Hanoi says Catholics should give heartfelt thanks to God in all circumstances despite having just gone through a difficult year affected by the pandemic. Read more…,179
DeevaaS,2022-01-30T23:29:47.000Z,"@lipsontgg@theFrostmindandand@primalpolySo Fauchi telling us to NOT wear masks early in the pandemic when he knew (as he admitted to later) that this was misinformation, is what? Ok? Forgivable? Evil?",200
Colleen Pryke,2022-01-30T23:29:46.000Z,@dryfly_whodat@plkrstnjnandand@IvoHDaalderAnd Putin killed off over one million Russians with poor leadership in a pandemic.,124
Charlie Hale,2022-01-30T23:29:46.000Z,"@__SparkyJ__andand@True_Canuck1Then doctors and surgeons and all medical professionals are wearing “muzzles”   The fact that you can’t simply put on cloth to get your coffee and bagel during a global pandemic is cowardly. 

I’m sorry to sound like a jerk but our great grandparents fought in WW1 and 2.",302
next please,2022-01-30T23:29:46.000Z,@Will4Williamsandand@TrisResistsThat’s a misinterpretation. I posed a hypothetical question as an option to consider for disability payments to long haul Patients as opposed to calling it socialism. Personally I blame the previous government for considerable malfeasance with regard to its pandemic response.,308
John Durkan,2022-01-30T23:29:44.000Z,"With new businesses surging during the pandemic, many libraries have asserted themselves as key players in the economic development community. Dont write off libraries",168
Ricci Bartels,2022-01-30T23:29:43.000Z,"@PeterWMurphy1andand@InsidersABCAnd yes we will not forget the PM’s incompetence and lasses-faire attitude to buying Pfizer, quarantine centres, buying RATS, anti lockdown during pandemic, corruption, bullying, sports rorts , public car parks . No matter when he chooses to go to the election.",293
Morgan Lea @ Sexual Anarchy,2022-01-30T23:29:40.000Z,"At the start of the pandemic, I crashed and burned HARD. I threw everything of myself into my job, and that job became a woodchipper and spat me out in splinters. It was awful, and I don't think I've fully recovered from that experience.

But I learned a lot.",259
Mark Francis,2022-01-30T23:29:38.000Z,@Habs_1andand@jacktodd46Right so our health care is not the problem here and our rights are not being trampled on because our hospitals have not been grossly under funded before the pandemic since the 70s? @jacktodd46 can you understand that point? Or are you just happy to pay half your taxes to it?,300
Mara Bee,2022-01-30T23:29:34.000Z,"@ThaRealSamOAnd disabled people need online church, even without a pandemic",75
DonArtistry,2022-01-30T23:29:34.000Z,@Justinbobbyx13Damn he did win during the first year of the pandemic. Shit felt like a decade ago,98
Jacob Williams,2022-01-30T23:29:28.000Z,"@Christyy321andand@RPatrickAllenTo be fair, as soon as the chiefs won the SB then the pandemic immediately began. When the chiefs won the SB the world actually ended",165
got to say it!,2022-01-30T23:29:27.000Z,"@SpillHell@Bryan_C_Murrayandand@anniegirl1138100% 
We were short-staffed and our ICU was overwhelmed plenty of times before the pandemic, thanks to  government ,where was your concern then Bryan?",195
MaineMomma,2022-01-30T23:29:25.000Z,@WFKARSLove wins!!  Nice to hear that folks have new loves in 2022.  I can't imagine dating during a pandemic. Hard enough in the 80's,134
Robert McCready,2022-01-30T23:29:25.000Z,"@tydor11mhm. in the jane hawk series, there was a pandemic, then a shot that killed people…2015!",96
Bomble,2022-01-30T23:29:22.000Z,"@bennyenhisjetandand@loulouleeismeSpoken like a spiritually and psychologically broken person. 
What pandemic? Death rates, year on year, didn't even move in a way which would qualify as a pandemic.
Life long disease? Like obesity?",231
Truth is Reality,2022-01-30T23:29:21.000Z,"You do know that the vast majority of those taking up ICU beds/dying are the unvax,overstressing the HC system, prolonging this pandemic, hurting the economy they so want back? I'm a HCW, don't even try to change these facts with me",232
Dianna Gunn,2022-01-30T23:29:12.000Z,"So grateful weed got legalized in Canada before the pandemic & is now supremely easy to order online, right to my house",119
Kris M Beal,2022-01-30T23:29:12.000Z,"@CathyCa80116006I’m a HuGE fan of @WisDems - all races, all counties, all year approach. Senate race plus protecting Gov Evers They turned out voters in the middle of a blizzard and pandemic w 3 day notice to win judges seats",226
real resistance,2022-01-30T23:29:11.000Z,"@JeebusTrumpandand@WOODTVThe teachers that don’t want to teach, but use a pandemic for an excuse party in Florida. Those teachers? Outstanding",142
Cait,2022-01-30T23:29:11.000Z,@itshauteoutsideAahhhh the pandemic hair,41
miserable nonbinary candy,2022-01-30T23:29:10.000Z,"i think “china’s zero-covid policy might create a pandemic” is my favorite dipshit u.s. media take of the year so far, but oh there’s still time!",145
Calvin Ayre,2022-01-30T23:29:10.000Z,@CryptoWhale@DigiWhalesandand@rarecandyioyou should come to Dubai in May for the big BSV event I am sponsoring. It will also have my 60th birthday party at the end (one year late due to pandemic).  Will be fun.,210
Jodi Stecyk,2022-01-30T23:29:10.000Z,"@GMillerTSN  And the winner for dumbest post by a news source is Gord Miller! Wake up Gord,the businesses in CF Rideau Centre have not been the only businesses in CAN that have suffered throughout this pandemic.  Stick to hockey reporting Gord at least your kind of good at that.Quote TweetGord MillerGord Miller@GMillerTSN · Jan 30I’m a frequent patron of the businesses in Ottawa’s CF Rideau Centre, which is closed for the second straight day after being swarmed by maskless protesters yesterday.  This deprives businesses of revenue on a busy weekend, costs hourly workers wages and closes a grocery store. twitter.com/ctvottawa/stat…",638
Dianna Gunn,2022-01-30T23:29:12.000Z,"So grateful weed got legalized in Canada before the pandemic & is now supremely easy to order online, right to my house",119
Kris M Beal,2022-01-30T23:29:12.000Z,"@CathyCa80116006I’m a HuGE fan of @WisDems - all races, all counties, all year approach. Senate race plus protecting Gov Evers They turned out voters in the middle of a blizzard and pandemic w 3 day notice to win judges seats",226
real resistance,2022-01-30T23:29:11.000Z,"@JeebusTrumpandand@WOODTVThe teachers that don’t want to teach, but use a pandemic for an excuse party in Florida. Those teachers? Outstanding",142
Cait,2022-01-30T23:29:11.000Z,@itshauteoutsideAahhhh the pandemic hair,41
miserable nonbinary candy,2022-01-30T23:29:10.000Z,"i think “china’s zero-covid policy might create a pandemic” is my favorite dipshit u.s. media take of the year so far, but oh there’s still time!",145
Calvin Ayre,2022-01-30T23:29:10.000Z,@CryptoWhale@DigiWhalesandand@rarecandyioyou should come to Dubai in May for the big BSV event I am sponsoring. It will also have my 60th birthday party at the end (one year late due to pandemic).  Will be fun.,210
Jodi Stecyk,2022-01-30T23:29:10.000Z,"@GMillerTSN  And the winner for dumbest post by a news source is Gord Miller! Wake up Gord,the businesses in CF Rideau Centre have not been the only businesses in CAN that have suffered throughout this pandemic.  Stick to hockey reporting Gord at least your kind of good at that.Quote TweetGord MillerGord Miller@GMillerTSN · Jan 30I’m a frequent patron of the businesses in Ottawa’s CF Rideau Centre, which is closed for the second straight day after being swarmed by maskless protesters yesterday.  This deprives businesses of revenue on a busy weekend, costs hourly workers wages and closes a grocery store. twitter.com/ctvottawa/stat…",638
Arlo Schenk,2022-01-30T23:29:08.000Z,"@MarkAmodeiNV2 you better take your name off this crap! Limiting the pay nurses can get DURING A PANDEMIC?!?! This is what you'll support?!?!Quote Tweetprecordial chump, BSN RNprecordial chump, BSN RN@orneryscientist · Jan 30Two members of congress (Peter Welch-D VT and H Morgan Griffith-R Virginia) have rallied to try to get the federal government to cap nurse pay (especially travel nurses) and have 200 others voicing support.",432
PAULI,2022-01-30T23:29:08.000Z,"@WhoIsDCcapitalThe errors that he made during the pandemic makes me hope somebody else will stand up.
I dont think he will win 2024 unless he addresses his mistakes and can show he has learned from them. I'm not sure he has learned anything.",241
Ryan Gadberry,2022-01-30T23:29:06.000Z,@pmhodgsonandand@DanSchuettEndemic is unavoidable. The Spanish Flu strain that caused a global pandemic that killed 3% of the world's population is now our seasonal flu.,169
Bob@stayleft@Aussie101 #sewer rat,2022-01-30T23:29:03.000Z,"@KempyIV1966andand@DanielAndrewsMPSo sorry we have an unpredictable Pandemic.
Dan for P.M",89
𝐝…,2022-01-30T23:29:02.000Z,I seriously wish Germany would put out clear covid regulations bc whatever they are doing rn is absolutely not working out. Everything is confusing and nobody actually knows what to do. I believe it hasn’t even been that chaotic when the pandemic started.,255
al i n,2022-01-30T23:29:01.000Z,We're still in world pandemic phase.,36
In The Present,2022-01-30T23:29:00.000Z,"“Among @drkalicyrus patients, the ones who are doing the best at this point in the #pandemic are the ones working towards a goal or have something concrete to look forward to.

‘You have to find some sort of thing that feels new.’”@annanorthtweets @voxdotcomQuote TweetDr. Kali D. CyrusDr. Kali D. Cyrus@drkalicyrus · Jan 27Tried to disguise my cynicism in the quotes I supplied for this new vox article. 

Good advice on dealing with the continued national exhaustion from @annanorthtweets@annanorthtweets",507
Shashi Bellamkonda+,2022-01-30T23:28:59.000Z,"@abhabhattaraiandand@andrewvandamCincinnati OH, Las Vegas NV, Jacksonville Fl seem to have lower rents. Is this normalized for the reduction during 2020 when the pandemic first hit? Good chart neverthless.",205
Blair Berg,2022-01-30T23:28:59.000Z,@MerekReganJoe Burrow wins Super Bowl = pandemic ended,54
Cherry,2022-01-30T23:28:58.000Z,"@psycha_major@edutuarioandand@BretWeinsteinA being that isn’t even real is going to help people speak the truth?
If you believe in God,why did he give us a pandemic and also don’t you think he’s helped scientists to move knowledge forward?
I don’t think joe rogan a radio jock only known in the USA is going to much use",319
kirby,2022-01-30T23:28:57.000Z,"it is 55° outside which is fucking freezing for south florida, we’re in a pandemic, and most of us work. we cant ALL always be there.",133
Jay McLean,2022-01-30T23:28:56.000Z,He’s the only one who can end the pandemic at this pointQuote TweetAbove Average PesoAbove Average Peso@PBSImpulse9 · Jan 31TEEJ CURSE IS UNDEFEATED,148
Sherry_at_Home,2022-01-30T23:28:56.000Z,Just a reminder for those of you who have forgotten. No one is more tired of this pandemic than health care workers. Get vaccinated.,132
John Fitzgerald,2022-01-30T23:28:48.000Z,@d_medina2012andand@JENFL23You might want to look at the numbers before making claims like that. Let's look at the timeline including the entire pandemic. Do we see Spotify continuously tanking?,194
Phil,2022-01-30T23:28:45.000Z,"“A study of 37 countries & territories in the journal BMJ found the pandemic was a killing field in most places. More than 28million years of life were lost in 2020 across 31 of them, Russia, Bulgaria, Lithuania, US & Poland recording the heaviest toll.”stayathomemacro.substack.comstayathomemacro.substack.comWho is inflation hurting and what to do about it?Who is inflation hurting and what to do about it?Tomorrow we get data on consumer price inflation in October. It's useful information on our economic recovery, but the totals obscure the many differences across families.Tomorrow we get data on consumer price inflation in October. It's useful information on our economic recovery, but the totals obscure the many differences across families.",750
glitterwitch,2022-01-30T23:28:45.000Z,"my neighbor and I both were taking our trash out at the same time. he asked me what’s new, i said “nothing”. i asked him what’s new, he said “nothing”. we laughed, then went into our respective garages and shut them. the pandemic has ruined my social skills lmao",262
Lakitu,2022-01-30T23:28:40.000Z,@VanHelsingKillsandand@lolnahbruvYou said he fired the pandemic teams “worldwide”. You used this as a defence of why you brought Trump into a debate about Canadian politics.. You are the one that has to provide proof of that.Quote TweetSamantha TullySamantha Tully@VanHelsingKills · Jan 30andYeah I'm going to bring up Trump because well he fired everybody that was supposed to be part of the pandemic response teams worldwide. But then again you just like to pick on true love because he's soft target right.,509
ThinkingOutLoud,2022-01-30T23:28:40.000Z,This is probably why all previous pandemic management plans for respiratory viruses did not say “close down the world until a vaccine is developed”.Quote TweetThe Sydney Morning HeraldThe Sydney Morning Herald@smh · Jan 31Preliminary data from Britain’s Health Security Agency suggests a two-dose course of vaccine provides essentially no protection against catching either Omicron or BA.2 – but a booster dose provides strong protection | @liammannix@liammannix,463
Puddin Pop,2022-01-30T23:28:39.000Z,"The pandemic and all the sudden death made me treat and speak to people so much better  and value people so much more. Just me though, y’all seem desensitized.",159
Roman_Victor,2022-01-30T23:28:35.000Z,@pulteVictordono$ @pulte this pandemic suck. Lost my job. Currently struggling to pay my necessities. Hmu pulte!,112
PresidentElekt,2022-01-30T23:28:31.000Z,"Leaked Fauci Financials Expose How He Profited From Pandemic, Invested i...",76
Duality,2022-01-30T23:28:28.000Z,"@YYiddle@Digbydoodahsand 2 othersMost aspects of that report had no relevance until the pandemic began and still had no reverence while it was happening.

Distribution of tamiflu???
I can’t recall things like the VMIC even being mentioned.",239
Mrs. gc,2022-01-30T23:28:28.000Z,@rupasubramanyaandand@ElmamabearThank you Rupa for your tweet to one of the many struggles we are hearing as a result of the #pandemic. I thinks it's Honorable of you and others who take the time to show how truly broken we all are because we are all going through something. We need resolve. We need kindness.,310
JanetM,2022-01-30T23:28:27.000Z,@screwlabourYou've apparently forgotten the cost of the global pandemic.,72
Renee Svensson,2022-01-30T23:28:27.000Z,"My adult son is terrified of climate change. He says all if the severe storms the earth is experiencing is a ""weather chaos"" caused by humans misuse of fossil fuels.  I think, like the pandemic, it is a way to control us through false fears. I'm not really sure how to rebut him.Quote TweetJordan Schachtel @ dossier.substack.comJordan Schachtel @ dossier.substack.com@JordanSchachtel · Jan 30Can confirm",404
cooch,2022-01-30T23:28:26.000Z,This is the real pandemicQuote Tweetⓜⓐⓧⓜⓐⓧ@ultrasliv · Jan 30the nightmare will never stop,90
The Teatarian,2022-01-30T23:28:25.000Z,"@muichimotsu@GoNuclearPowerand 2 othersCrazy me connecting infected people pouring into the border in the the middle of a pandemic. 

So to you controlling the border is controlling the world, amazing I never realized that.",223
"ChelsFitz, MD",2022-01-30T23:28:22.000Z,I strongly doubt omicron is the last terrible wave of the pandemic and I think we’ll be right back to the same storyline in a few months,136
Isuzu,2022-01-30T23:28:19.000Z,@asrp_pandemicおはぁ,17
IamGelyCA,2022-01-30T23:28:16.000Z,@ubdlalalaandand@gigicat7_Maybe... And Novak would have Lost to Medvevev.. again?  These Nole fans just don't get that Rafa's achievement is not about Nole. And they also forget that many of the weeks of Nole as 1 we're during pandemic times. That's a real variable.,266
Amy Emmons Bradford,2022-01-30T23:28:15.000Z,@robertjmonsonHaven’t been to church in person for nearly 2 years. The church was woefully unprepared for the pandemic and is equally unprepared for an in person return. I need an online option for many reasons. I feel I’m on the margins bc I won’t go. Please be Jesus to those on the margins.,293
Finessin4ACheck,2022-01-30T23:28:13.000Z,Been Having this shit before I knew what a Pandemic was Though,63
VENGABOYS VEVO,2022-01-30T23:28:13.000Z,"@DJMEATDADDYandand@orin_jpgand not only where is that line in general, but where the fuck is that line in a pandemic?",117
Nantifa in AZ,2022-01-30T23:28:10.000Z,"·@jim_lamonEverything you just stated is false. The border agents are doing their job in apprehending those without documents. CRT is taught at some graduate schools, not elem/secondary schools. Inflation is global (heard of the pandemic?), and for the nine millionth time: NO FRAUD.",283
Mo Fo,2022-01-30T23:28:08.000Z,"...is incorrect.

Imagine if journalists actually bothered to research WHO pandemic planning guidelines that existed long before Covid-19.Quote TweetJohn HarrisJohn Harris@johnharris1969 · Jan 30Also, pre-vaccine, the retrospective ""rules were wrong"" line falls apart anyway. Think back to the numbers of deaths, the state hospitals were in, the Long Covid cases we would have faced without restrictionsShow this thread",419
,2022-01-30T23:28:03.000Z,andand@MJennarocityhigh risk ppl & their loved ones also experience depression& anxiety. we are also traumatized by this pandemic. everyones life has been disrupted. now we all have to adjust- covid safety is a part of our lives now.,233
Marcus Werther,2022-01-30T23:28:01.000Z,"@POTUSConsidering you're coming off a pandemic with record amounts of stimulus and under reported inflation, 5.7% for just one year isn't all that hot.",151
Cindy Ella,2022-01-30T23:28:00.000Z,"I'm fully vaccinated and we have sisters, brothers and friends who are not vaccinated, some lost their jobs due to pandemic. Stop adding the fuel to the fire and demonize them. Enough is enough.",194
sina monshi,2022-01-30T23:27:56.000Z,Mandates will be removed and pandemic 2020 will become history because nothing is above the power of people. But let’s promise that we won’t forget the treachery of our mass Media. @CBCToronto @CBSNews #ALiarNotALeader #OttawaConvoy #TruckersForFreedom2022 #Canada #mandates,274
earthworm self saving system (+S0斤 agenda!),2022-01-30T23:27:56.000Z,"@wayofcloudbrain·@callowyn23rest assured, it doesnt though, august 2020 was very much already pandemic times",108
Clinton Grubb,2022-01-30T23:27:55.000Z,"This pandemic has been hard on our children and other loved ones. I feel like it is not necessary for our kids to wear mask constantly, maybe just continue monitoring because it seems like no matter what we do to try to prevent it, it’s going to be around just like the cold.Quote TweetFox NewsFox News@FoxNews · Jan 31VA AG Jason Miyares: Masks creating mental health crisis among school children",398
